cliente_id,customer_id_original,nome,idade,genero,cidade,estado,renda_mensal,saldo_atual,score_credito,tempo_relacionamento,produtos_ativos,tem_cartao_credito,membro_ativo,perfil_risco,data_cadastro,churn_flag,origem_dado
C007016,15683168,Frederickson,30,Feminino,Paris,Franca,14585.44,0.0,572,6,1,0,1,Conservador,2019-02-11,0,public_kaggle_churn_modelling
C007017,15790254,Wood,50,Masculino,Madrid,Espanha,1084.91,78737.61,741,1,1,1,1,Arrojado,2024-02-09,0,public_kaggle_churn_modelling
C007018,15767729,Smith,25,Masculino,Madrid,Espanha,3544.8,182876.88,646,5,2,1,1,Moderado,2020-02-09,1,public_kaggle_churn_modelling
C007019,15768600,Harris,50,Masculino,Berlim,Alemanha,5249.15,130023.38,805,9,1,1,0,Moderado,2016-02-09,1,public_kaggle_churn_modelling
C007020,15699839,Hall,36,Masculino,Paris,Franca,5974.4,152606.82,637,2,1,1,1,Moderado,2023-02-06,0,public_kaggle_churn_modelling
C007021,15786237,Pickworth,28,Masculino,Paris,Franca,1000.0,0.0,651,7,2,1,0,Conservador,2018-02-06,0,public_kaggle_churn_modelling
C007022,15694530,Porter,28,Masculino,Paris,Franca,14122.44,167268.98,672,4,1,1,1,Arrojado,2021-02-04,0,public_kaggle_churn_modelling
C007023,15796813,Storey,54,Masculino,Paris,Franca,12513.33,167831.88,493,3,2,1,0,Conservador,2022-02-03,1,public_kaggle_churn_modelling
C007024,15605791,Li,29,Masculino,Berlim,Alemanha,2671.94,144287.6,524,9,2,1,0,Conservador,2016-02-04,0,public_kaggle_churn_modelling
C007025,15714087,McGill,45,Feminino,Berlim,Alemanha,5732.85,151855.33,624,5,1,1,0,Conservador,2020-02-02,0,public_kaggle_churn_modelling
C007026,15711446,Sinclair,51,Feminino,Madrid,Espanha,6257.08,0.0,569,3,3,1,0,Conservador,2022-01-31,1,public_kaggle_churn_modelling
C007027,15588123,Horton,27,Feminino,Paris,Franca,9557.16,0.0,677,2,2,0,1,Moderado,2023-01-30,0,public_kaggle_churn_modelling
C007028,15748552,Sal,37,Masculino,Berlim,Alemanha,11972.12,155994.15,464,4,1,0,0,Conservador,2021-01-29,0,public_kaggle_churn_modelling
C007029,15618410,Murray,26,Masculino,Berlim,Alemanha,4258.3,147527.03,718,7,1,0,0,Moderado,2018-01-29,0,public_kaggle_churn_modelling
C007030,15672432,Giles,53,Feminino,Paris,Franca,1000.0,0.0,594,4,1,1,0,Conservador,2021-01-27,1,public_kaggle_churn_modelling
C007031,15610042,Brown,33,Masculino,Paris,Franca,8583.86,100267.03,574,8,1,1,0,Conservador,2017-01-27,0,public_kaggle_churn_modelling
C007032,15580914,Okechukwu,48,Masculino,Madrid,Espanha,3679.0,83287.05,478,0,2,0,1,Conservador,2025-01-24,1,public_kaggle_churn_modelling
C007033,15583680,White,41,Masculino,Madrid,Espanha,12439.91,0.0,615,4,1,0,1,Conservador,2021-01-24,0,public_kaggle_churn_modelling
C007034,15813718,Kirillova,45,Masculino,Madrid,Espanha,16084.1,0.0,651,4,2,0,0,Conservador,2021-01-23,0,public_kaggle_churn_modelling
C007035,15767264,Lawson,53,Masculino,Berlim,Alemanha,6241.57,117438.17,465,1,1,0,0,Conservador,2024-01-22,1,public_kaggle_churn_modelling
C007036,15686461,Sarratt,56,Feminino,Paris,Franca,9687.76,121235.05,558,7,2,1,1,Moderado,2018-01-22,0,public_kaggle_churn_modelling
C007037,15678882,Hay,37,Masculino,Berlim,Alemanha,1614.51,129965.18,540,3,1,0,0,Conservador,2022-01-20,0,public_kaggle_churn_modelling
C007038,15789611,Lin,46,Masculino,Berlim,Alemanha,5376.4,150836.92,568,8,1,0,0,Conservador,2017-01-20,1,public_kaggle_churn_modelling
C007039,15668679,Ozerova,31,Masculino,Paris,Franca,2872.93,0.0,630,0,2,1,1,Conservador,2025-01-17,0,public_kaggle_churn_modelling
C007040,15631685,Lambert,60,Masculino,Berlim,Alemanha,4755.14,163894.35,523,1,1,0,1,Moderado,2024-01-17,0,public_kaggle_churn_modelling
C007041,15655658,Bulgakov,48,Feminino,Paris,Franca,2691.82,0.0,678,2,2,1,1,Moderado,2023-01-16,0,public_kaggle_churn_modelling
C007042,15753591,He,38,Masculino,Paris,Franca,11404.96,0.0,438,2,2,1,0,Conservador,2023-01-15,0,public_kaggle_churn_modelling
C007043,15617348,Uchechukwu,44,Masculino,Paris,Franca,5770.35,0.0,544,1,2,0,0,Conservador,2024-01-14,0,public_kaggle_churn_modelling
C007044,15704581,Robertson,34,Masculino,Berlim,Alemanha,13025.79,87967.42,595,2,2,0,1,Moderado,2023-01-13,0,public_kaggle_churn_modelling
C007045,15738487,Leworthy,26,Masculino,Paris,Franca,1000.0,0.0,678,3,2,1,0,Conservador,2022-01-12,0,public_kaggle_churn_modelling
C007046,15648069,Onyemachukwu,36,Feminino,Paris,Franca,15849.58,0.0,850,6,2,1,1,Moderado,2019-01-12,0,public_kaggle_churn_modelling
C007047,15737627,Rivero,20,Feminino,Berlim,Alemanha,1000.0,121093.29,589,2,2,1,0,Conservador,2023-01-10,0,public_kaggle_churn_modelling
C007048,15731586,Lai,31,Feminino,Madrid,Espanha,6814.89,121691.54,785,2,2,0,0,Moderado,2023-01-09,0,public_kaggle_churn_modelling
C007049,15757467,Feng,57,Masculino,Madrid,Espanha,3274.79,0.0,563,6,2,1,1,Conservador,2019-01-09,0,public_kaggle_churn_modelling
C007050,15597709,Hornung,39,Feminino,Paris,Franca,14717.9,154121.32,602,6,2,1,0,Conservador,2019-01-08,1,public_kaggle_churn_modelling
C007051,15720529,Schiavone,29,Masculino,Paris,Franca,9057.05,0.0,591,6,2,1,1,Conservador,2019-01-07,0,public_kaggle_churn_modelling
C007052,15596797,Barnet,43,Masculino,Madrid,Espanha,12147.03,0.0,643,1,2,1,1,Moderado,2024-01-05,0,public_kaggle_churn_modelling
C007053,15681755,Dennys,32,Feminino,Paris,Franca,3511.27,0.0,605,5,2,1,1,Conservador,2020-01-05,0,public_kaggle_churn_modelling
C007054,15815271,Ritchie,43,Masculino,Berlim,Alemanha,1410.78,165048.5,755,6,3,1,0,Moderado,2019-01-04,1,public_kaggle_churn_modelling
C007055,15682860,Lo,38,Masculino,Madrid,Espanha,8699.48,0.0,769,6,2,0,0,Conservador,2019-01-03,0,public_kaggle_churn_modelling
C007056,15621546,Yuriev,33,Feminino,Paris,Franca,16059.8,127638.35,620,9,1,1,1,Moderado,2016-01-03,0,public_kaggle_churn_modelling
C007057,15705918,Howarth,31,Masculino,Paris,Franca,4970.87,0.0,725,8,2,1,1,Moderado,2017-01-01,0,public_kaggle_churn_modelling
C007058,15684512,Gibson,72,Feminino,Berlim,Alemanha,5310.81,135290.42,818,8,2,1,1,Arrojado,2016-12-31,0,public_kaggle_churn_modelling
C007059,15671769,Zikoranachidimma,71,Feminino,Paris,Franca,6139.97,170252.05,624,4,3,1,1,Conservador,2020-12-29,1,public_kaggle_churn_modelling
C007060,15642934,Mason,35,Feminino,Berlim,Alemanha,14580.83,108269.2,669,4,2,1,0,Moderado,2020-12-28,0,public_kaggle_churn_modelling
C007061,15594305,Rizzo,32,Feminino,Paris,Franca,1000.0,0.0,712,1,2,1,0,Conservador,2023-12-27,0,public_kaggle_churn_modelling
C007062,15789201,Thomson,35,Feminino,Berlim,Alemanha,13598.47,145623.36,603,9,1,1,0,Conservador,2015-12-28,0,public_kaggle_churn_modelling
C007063,15706762,Ignatyev,41,Feminino,Paris,Franca,4359.94,145809.53,597,4,2,1,1,Moderado,2020-12-25,0,public_kaggle_churn_modelling
C007064,15766183,Ferguson,76,Masculino,Berlim,Alemanha,4306.01,130334.84,580,2,2,1,1,Moderado,2022-12-24,0,public_kaggle_churn_modelling
C007065,15777994,Woods,39,Feminino,Paris,Franca,12112.93,0.0,718,3,2,1,1,Moderado,2021-12-23,0,public_kaggle_churn_modelling
C007066,15568162,Sung,53,Masculino,Madrid,Espanha,4309.3,0.0,527,8,1,1,1,Conservador,2016-12-23,0,public_kaggle_churn_modelling
C007067,15680643,Lo,42,Feminino,Madrid,Espanha,12461.33,0.0,729,1,2,1,1,Moderado,2023-12-21,0,public_kaggle_churn_modelling
C007068,15761854,Burn,24,Feminino,Paris,Franca,7842.08,0.0,746,4,1,0,1,Moderado,2020-12-20,0,public_kaggle_churn_modelling
C007069,15730793,Russell,54,Feminino,Berlim,Alemanha,12992.15,111009.32,699,3,1,1,1,Moderado,2021-12-19,1,public_kaggle_churn_modelling
C007070,15692137,Jen,46,Feminino,Paris,Franca,11531.68,0.0,759,2,1,1,1,Moderado,2022-12-18,0,public_kaggle_churn_modelling
C007071,15608595,Lo Duca,39,Feminino,Paris,Franca,8144.52,157371.54,748,3,1,0,1,Arrojado,2021-12-17,0,public_kaggle_churn_modelling
C007072,15709459,Oluchi,63,Feminino,Madrid,Espanha,14464.73,0.0,698,5,1,1,1,Moderado,2019-12-17,0,public_kaggle_churn_modelling
C007073,15775750,Yao,37,Masculino,Paris,Franca,2299.7,134560.62,686,9,1,1,0,Moderado,2015-12-17,0,public_kaggle_churn_modelling
C007074,15585855,Gould,40,Masculino,Paris,Franca,1408.1,0.0,679,1,1,1,1,Moderado,2023-12-14,0,public_kaggle_churn_modelling
C007075,15752139,Salter,36,Masculino,Berlim,Alemanha,3074.67,72373.62,682,5,2,1,0,Moderado,2019-12-14,0,public_kaggle_churn_modelling
C007076,15768295,Warner,34,Feminino,Paris,Franca,9420.57,109564.1,778,7,1,0,1,Arrojado,2017-12-13,0,public_kaggle_churn_modelling
C007077,15766906,Salier,25,Feminino,Paris,Franca,10827.79,132116.13,742,4,2,1,0,Moderado,2020-12-11,0,public_kaggle_churn_modelling
C007078,15725776,Lazar,24,Masculino,Berlim,Alemanha,11090.94,101195.23,649,7,1,0,0,Moderado,2017-12-11,0,public_kaggle_churn_modelling
C007079,15682576,Onyenachiya,67,Masculino,Paris,Franca,8856.9,149436.73,763,1,2,0,1,Arrojado,2023-12-09,0,public_kaggle_churn_modelling
C007080,15704081,Findlay,30,Masculino,Berlim,Alemanha,4821.91,130682.11,595,9,2,1,1,Moderado,2015-12-10,0,public_kaggle_churn_modelling
C007081,15719940,Gibbons,51,Feminino,Berlim,Alemanha,1052.38,115280.49,628,10,2,0,0,Conservador,2014-12-09,1,public_kaggle_churn_modelling
C007082,15672894,McCawley,36,Feminino,Paris,Franca,16576.23,129944.39,625,8,2,0,0,Conservador,2016-12-07,0,public_kaggle_churn_modelling
C007083,15667451,Taylor,36,Masculino,Paris,Franca,9093.96,0.0,733,5,2,1,1,Moderado,2019-12-06,0,public_kaggle_churn_modelling
C007084,15636767,Yang,32,Feminino,Madrid,Espanha,1873.95,0.0,665,10,1,1,1,Moderado,2014-12-06,0,public_kaggle_churn_modelling
C007085,15571415,Okwudiliolisa,56,Masculino,Berlim,Alemanha,3899.26,151802.29,805,6,1,1,0,Moderado,2018-12-04,1,public_kaggle_churn_modelling
C007086,15575605,Napolitano,38,Masculino,Paris,Franca,13224.77,0.0,725,6,2,1,1,Moderado,2018-12-03,0,public_kaggle_churn_modelling
C007087,15649160,Vavilov,38,Feminino,Paris,Franca,16178.2,138731.95,554,3,1,1,1,Moderado,2021-12-01,0,public_kaggle_churn_modelling
C007088,15615832,Teague,35,Feminino,Madrid,Espanha,2931.44,155621.08,675,8,1,0,1,Arrojado,2016-12-01,0,public_kaggle_churn_modelling
C007089,15600975,Chiemenam,54,Feminino,Paris,Franca,13084.62,150005.38,556,4,1,1,0,Conservador,2020-11-29,1,public_kaggle_churn_modelling
C007090,15690772,Hughes,48,Feminino,Madrid,Espanha,11379.27,0.0,635,2,2,1,1,Conservador,2022-11-28,0,public_kaggle_churn_modelling
C007091,15565714,Cattaneo,47,Masculino,Paris,Franca,8043.16,64430.06,601,1,2,0,1,Moderado,2023-11-27,0,public_kaggle_churn_modelling
C007092,15763108,Davis,53,Masculino,Berlim,Alemanha,7802.47,106261.63,600,7,1,1,0,Conservador,2017-11-27,1,public_kaggle_churn_modelling
C007093,15723884,Nekrasova,40,Masculino,Madrid,Espanha,8008.14,0.0,758,3,2,0,0,Conservador,2021-11-25,0,public_kaggle_churn_modelling
C007094,15644453,Loggia,41,Feminino,Berlim,Alemanha,13039.7,132670.53,606,4,1,1,0,Conservador,2020-11-24,1,public_kaggle_churn_modelling
C007095,15655464,Combes,67,Feminino,Paris,Franca,3580.39,0.0,640,3,1,0,1,Moderado,2021-11-23,0,public_kaggle_churn_modelling
C007096,15783883,Onwuka,38,Feminino,Berlim,Alemanha,10168.44,117314.92,753,1,1,1,0,Moderado,2023-11-22,1,public_kaggle_churn_modelling
C007097,15787693,Kharlamov,38,Masculino,Madrid,Espanha,4692.62,145874.35,559,3,1,1,0,Conservador,2021-11-21,1,public_kaggle_churn_modelling
C007098,15664793,Scott,50,Feminino,Madrid,Espanha,12557.13,146777.44,754,7,2,0,1,Arrojado,2017-11-21,0,public_kaggle_churn_modelling
C007099,15642391,Lettiere,51,Masculino,Berlim,Alemanha,14811.71,109978.83,621,4,1,0,0,Conservador,2020-11-19,1,public_kaggle_churn_modelling
C007100,15756538,Osonduagwuike,37,Feminino,Paris,Franca,5957.69,0.0,654,5,1,0,1,Moderado,2019-11-19,0,public_kaggle_churn_modelling
C007101,15668830,Wan,24,Masculino,Madrid,Espanha,8707.74,108881.73,650,8,1,1,0,Moderado,2016-11-18,0,public_kaggle_churn_modelling
C007102,15796569,Donaldson,44,Feminino,Madrid,Espanha,3977.44,0.0,831,10,1,0,1,Moderado,2014-11-18,0,public_kaggle_churn_modelling
C007103,15677112,Chukwufumnanya,39,Masculino,Paris,Franca,8132.76,112957.26,519,2,2,1,0,Conservador,2022-11-15,0,public_kaggle_churn_modelling
C007104,15815040,Ma,42,Feminino,Berlim,Alemanha,15572.46,103362.14,552,8,1,0,1,Conservador,2016-11-15,1,public_kaggle_churn_modelling
C007105,15590434,Alexander,41,Masculino,Madrid,Espanha,11268.94,89015.61,577,4,1,0,1,Moderado,2020-11-13,0,public_kaggle_churn_modelling
C007106,15597536,Nkemjika,45,Masculino,Madrid,Espanha,11270.41,133618.01,576,5,1,0,0,Conservador,2019-11-13,0,public_kaggle_churn_modelling
C007107,15723989,Carroll,40,Masculino,Paris,Franca,14956.11,93680.43,646,5,2,1,1,Arrojado,2019-11-12,0,public_kaggle_churn_modelling
C007108,15767358,Obioma,45,Feminino,Berlim,Alemanha,4217.55,97486.15,711,1,2,1,0,Moderado,2023-11-10,0,public_kaggle_churn_modelling
C007109,15594812,Campbell,37,Feminino,Madrid,Espanha,6269.34,137794.18,806,2,2,0,1,Arrojado,2022-11-09,0,public_kaggle_churn_modelling
C007110,15688210,Sims,39,Feminino,Paris,Franca,7433.79,101928.51,670,8,1,0,0,Moderado,2016-11-09,0,public_kaggle_churn_modelling
C007111,15681509,McKay,28,Feminino,Madrid,Espanha,5146.81,0.0,679,9,2,0,1,Moderado,2015-11-09,0,public_kaggle_churn_modelling
C007112,15572390,Huang,39,Feminino,Madrid,Espanha,8660.12,0.0,850,6,2,1,0,Conservador,2018-11-07,0,public_kaggle_churn_modelling
C007113,15801441,Campbell,35,Feminino,Berlim,Alemanha,16566.91,79585.96,670,2,1,0,1,Arrojado,2022-11-05,0,public_kaggle_churn_modelling
C007114,15783859,Boni,24,Feminino,Paris,Franca,1000.0,161884.99,733,3,1,1,1,Arrojado,2021-11-04,0,public_kaggle_churn_modelling
C007115,15575243,Gorbunova,39,Feminino,Paris,Franca,15658.76,129068.54,764,1,2,1,1,Arrojado,2023-11-03,0,public_kaggle_churn_modelling
C007116,15773421,Genovese,42,Feminino,Paris,Franca,10120.07,0.0,673,4,2,1,0,Conservador,2020-11-02,0,public_kaggle_churn_modelling
C007117,15788776,Landor,49,Masculino,Berlim,Alemanha,3024.41,132623.76,588,6,3,1,0,Conservador,2018-11-02,1,public_kaggle_churn_modelling
C007118,15765257,Meng,31,Masculino,Madrid,Espanha,1702.67,121461.87,564,5,1,1,1,Conservador,2019-11-01,1,public_kaggle_churn_modelling
C007119,15661412,Wardell,32,Masculino,Paris,Franca,15587.6,175307.32,715,8,1,1,0,Moderado,2016-10-31,0,public_kaggle_churn_modelling
C007120,15636478,Williams,31,Masculino,Paris,Franca,12390.76,136658.61,621,7,1,1,1,Moderado,2017-10-30,0,public_kaggle_churn_modelling
C007121,15603683,Ofodile,23,Feminino,Madrid,Espanha,10453.82,146584.19,796,3,2,0,0,Moderado,2021-10-28,0,public_kaggle_churn_modelling
C007122,15651868,Clark,34,Masculino,Paris,Franca,1894.67,0.0,672,6,1,0,0,Conservador,2018-10-28,0,public_kaggle_churn_modelling
C007123,15815443,Lo,46,Feminino,Madrid,Espanha,4578.96,131414.76,527,10,1,1,0,Conservador,2014-10-28,0,public_kaggle_churn_modelling
C007124,15682686,Chukwuemeka,38,Feminino,Paris,Franca,13998.73,0.0,722,3,2,0,1,Moderado,2021-10-25,0,public_kaggle_churn_modelling
C007125,15697460,Lai,34,Masculino,Berlim,Alemanha,1000.0,99441.21,596,4,2,0,1,Moderado,2020-10-24,0,public_kaggle_churn_modelling
C007126,15748432,Arcuri,32,Feminino,Paris,Franca,6075.81,0.0,746,4,2,1,1,Moderado,2020-10-23,0,public_kaggle_churn_modelling
C007127,15698271,Graham,26,Feminino,Paris,Franca,15457.4,0.0,523,4,2,1,0,Conservador,2020-10-22,0,public_kaggle_churn_modelling
C007128,15808662,Krylov,44,Masculino,Paris,Franca,7367.29,0.0,624,3,2,1,0,Conservador,2021-10-21,0,public_kaggle_churn_modelling
C007129,15690372,Henry,38,Masculino,Madrid,Espanha,15378.72,181110.13,553,1,2,1,0,Conservador,2023-10-20,0,public_kaggle_churn_modelling
C007130,15781875,Jamieson,33,Masculino,Madrid,Espanha,11378.26,100476.46,850,3,2,1,1,Arrojado,2021-10-19,0,public_kaggle_churn_modelling
C007131,15801473,Moore,33,Masculino,Berlim,Alemanha,7087.16,51949.95,599,2,2,1,0,Conservador,2022-10-18,0,public_kaggle_churn_modelling
C007132,15704509,Tan,35,Masculino,Paris,Franca,7118.46,121063.49,492,8,1,0,0,Conservador,2016-10-18,0,public_kaggle_churn_modelling
C007133,15694666,Thornton,48,Masculino,Madrid,Espanha,9991.93,88441.64,707,8,1,1,1,Moderado,2016-10-17,1,public_kaggle_churn_modelling
C007134,15731166,Macleod,30,Feminino,Paris,Franca,11565.07,127023.39,743,1,1,1,1,Arrojado,2023-10-15,0,public_kaggle_churn_modelling
C007135,15728523,Rizzo,41,Masculino,Paris,Franca,1232.49,144147.68,522,5,1,1,1,Moderado,2019-10-15,0,public_kaggle_churn_modelling
C007136,15788442,Chukwukadibia,57,Feminino,Madrid,Espanha,10997.06,173306.13,681,2,1,0,1,Arrojado,2022-10-13,0,public_kaggle_churn_modelling
C007137,15689781,Ts'ai,49,Feminino,Paris,Franca,14892.5,0.0,826,0,1,0,0,Conservador,2024-10-11,1,public_kaggle_churn_modelling
C007138,15764226,Lu,28,Feminino,Berlim,Alemanha,1695.4,106425.75,630,8,1,1,1,Moderado,2016-10-12,0,public_kaggle_churn_modelling
C007139,15809837,Kent,66,Feminino,Berlim,Alemanha,14404.34,135392.31,430,6,2,1,1,Conservador,2018-10-11,1,public_kaggle_churn_modelling
C007140,15805212,Black,67,Feminino,Paris,Franca,8662.13,0.0,806,1,2,0,1,Moderado,2023-10-09,0,public_kaggle_churn_modelling
C007141,15716082,Chukwubuikem,39,Masculino,Madrid,Espanha,15304.68,152685.4,703,6,1,0,0,Moderado,2018-10-09,0,public_kaggle_churn_modelling
C007142,15643056,McMillan,38,Feminino,Berlim,Alemanha,1000.0,82083.52,755,1,1,0,1,Arrojado,2023-10-07,0,public_kaggle_churn_modelling
C007143,15654859,Ngozichukwuka,63,Feminino,Madrid,Espanha,10175.8,131629.17,612,2,2,1,0,Conservador,2022-10-06,1,public_kaggle_churn_modelling
C007144,15761158,Y?an,54,Feminino,Paris,Franca,10420.13,0.0,719,7,2,1,1,Moderado,2017-10-06,0,public_kaggle_churn_modelling
C007145,15577515,Sung,55,Feminino,Berlim,Alemanha,11666.92,108477.27,554,0,1,0,1,Conservador,2024-10-03,1,public_kaggle_churn_modelling
C007146,15723827,Macartney,30,Masculino,Paris,Franca,15264.29,114779.35,683,4,1,0,0,Moderado,2020-10-03,0,public_kaggle_churn_modelling
C007147,15646594,Ali,41,Masculino,Paris,Franca,5094.02,57568.94,749,5,1,1,1,Arrojado,2019-10-03,0,public_kaggle_churn_modelling
C007148,15712877,Morley,36,Masculino,Madrid,Espanha,4371.85,0.0,724,1,2,1,0,Conservador,2023-10-01,0,public_kaggle_churn_modelling
C007149,15598802,Martin,30,Masculino,Madrid,Espanha,4236.65,0.0,770,8,2,0,1,Moderado,2016-10-01,0,public_kaggle_churn_modelling
C007150,15699340,Okorie,37,Masculino,Paris,Franca,5103.41,0.0,680,4,2,1,0,Conservador,2020-09-29,0,public_kaggle_churn_modelling
C007151,15691150,Ku,32,Feminino,Paris,Franca,10619.13,110559.46,699,4,1,1,1,Arrojado,2020-09-28,0,public_kaggle_churn_modelling
C007152,15608688,Andreyeva,34,Masculino,Paris,Franca,5695.26,0.0,442,4,2,1,0,Conservador,2020-09-27,0,public_kaggle_churn_modelling
C007153,15737998,Cheng,46,Masculino,Paris,Franca,10542.66,0.0,529,8,1,0,0,Conservador,2016-09-27,1,public_kaggle_churn_modelling
C007154,15735837,Hsia,36,Masculino,Madrid,Espanha,1000.0,0.0,574,3,2,1,1,Conservador,2021-09-25,0,public_kaggle_churn_modelling
C007155,15659100,Lane,33,Masculino,Paris,Franca,12318.57,128152.82,605,9,1,0,0,Conservador,2015-09-26,0,public_kaggle_churn_modelling
C007156,15609070,Findlay,45,Masculino,Berlim,Alemanha,3274.01,120961.5,515,7,3,1,1,Conservador,2017-09-24,1,public_kaggle_churn_modelling
C007157,15650313,Okonkwo,65,Masculino,Berlim,Alemanha,7098.29,129472.33,632,6,1,1,1,Moderado,2018-09-23,0,public_kaggle_churn_modelling
C007158,15627699,Pirogova,32,Masculino,Paris,Franca,15834.97,105000.23,558,10,1,1,0,Conservador,2014-09-23,0,public_kaggle_churn_modelling
C007159,15591010,McDonald,55,Masculino,Berlim,Alemanha,8033.82,109339.17,434,8,2,1,0,Conservador,2016-09-21,1,public_kaggle_churn_modelling
C007160,15798895,Okonkwo,59,Feminino,Paris,Franca,6945.23,55328.4,525,6,1,1,0,Conservador,2018-09-20,1,public_kaggle_churn_modelling
C007161,15745375,Nnanna,23,Masculino,Berlim,Alemanha,13444.43,72012.76,640,3,1,1,0,Moderado,2021-09-18,0,public_kaggle_churn_modelling
C007162,15775235,Ku,36,Feminino,Paris,Franca,6774.36,110480.48,690,6,1,0,0,Moderado,2018-09-18,0,public_kaggle_churn_modelling
C007163,15780088,Porter,34,Masculino,Madrid,Espanha,14812.31,132439.99,607,9,1,1,0,Conservador,2015-09-18,0,public_kaggle_churn_modelling
C007164,15649379,Somayina,46,Feminino,Paris,Franca,15665.02,0.0,850,3,2,1,1,Moderado,2021-09-15,0,public_kaggle_churn_modelling
C007165,15713983,Mao,34,Masculino,Berlim,Alemanha,14769.6,94108.54,780,5,2,1,0,Moderado,2019-09-15,0,public_kaggle_churn_modelling
C007166,15709252,Fuller,28,Feminino,Berlim,Alemanha,2486.28,105173.99,616,10,1,0,1,Conservador,2014-09-15,1,public_kaggle_churn_modelling
C007167,15699238,Craig,40,Feminino,Madrid,Espanha,6683.7,0.0,618,8,2,1,0,Conservador,2016-09-13,0,public_kaggle_churn_modelling
C007168,15732884,Trevisano,29,Masculino,Paris,Franca,15772.4,131959.86,676,7,1,0,0,Moderado,2017-09-12,0,public_kaggle_churn_modelling
C007169,15587297,Ruiz,33,Masculino,Paris,Franca,7117.58,0.0,507,7,2,1,1,Conservador,2017-09-11,0,public_kaggle_churn_modelling
C007170,15684722,Fraser,34,Masculino,Paris,Franca,12863.41,122952.9,490,5,2,0,0,Conservador,2019-09-10,0,public_kaggle_churn_modelling
C007171,15621244,Gallo,36,Masculino,Paris,Franca,7038.35,107379.68,678,0,1,1,1,Arrojado,2024-09-07,0,public_kaggle_churn_modelling
C007172,15744273,Waterhouse,30,Masculino,Berlim,Alemanha,5468.17,122641.56,637,6,2,1,0,Conservador,2018-09-08,0,public_kaggle_churn_modelling
C007173,15682540,Cremonesi,33,Feminino,Paris,Franca,9410.73,0.0,602,8,2,1,1,Conservador,2016-09-07,0,public_kaggle_churn_modelling
C007174,15636521,Feng,30,Feminino,Madrid,Espanha,11850.91,124037.28,744,1,1,1,1,Arrojado,2023-09-05,0,public_kaggle_churn_modelling
C007175,15785339,H?,50,Feminino,Paris,Franca,6879.98,117565.03,640,9,2,0,0,Moderado,2015-09-06,0,public_kaggle_churn_modelling
C007176,15638983,Jara,38,Feminino,Paris,Franca,10615.67,133189.4,684,5,1,0,0,Moderado,2019-09-04,0,public_kaggle_churn_modelling
C007177,15654625,Wilson,39,Masculino,Berlim,Alemanha,1000.0,120252.02,495,8,2,1,1,Moderado,2016-09-03,0,public_kaggle_churn_modelling
C007178,15697310,O'Callaghan,28,Feminino,Berlim,Alemanha,5353.53,152264.81,559,3,1,0,0,Conservador,2021-09-01,0,public_kaggle_churn_modelling
C007179,15678210,Robson,38,Masculino,Paris,Franca,16529.61,105069.98,684,5,2,1,1,Arrojado,2019-09-01,0,public_kaggle_churn_modelling
C007180,15575438,Pease,42,Masculino,Paris,Franca,6610.3,115076.06,613,7,1,1,1,Moderado,2017-08-31,0,public_kaggle_churn_modelling
C007181,15632789,Maclean,30,Masculino,Paris,Franca,2009.49,0.0,794,8,2,1,1,Moderado,2016-08-30,0,public_kaggle_churn_modelling
C007182,15621423,Lavrentyev,42,Feminino,Paris,Franca,3493.42,117280.23,736,7,3,0,0,Conservador,2017-08-29,1,public_kaggle_churn_modelling
C007183,15573520,Rhodes,49,Masculino,Berlim,Alemanha,8956.08,110540.43,692,6,2,0,1,Arrojado,2018-08-28,0,public_kaggle_churn_modelling
C007184,15740458,Murphy,36,Masculino,Madrid,Espanha,11988.3,135095.47,703,7,1,1,0,Moderado,2017-08-27,0,public_kaggle_churn_modelling
C007185,15762799,Alexander,23,Masculino,Berlim,Alemanha,8676.68,187861.18,720,0,2,1,1,Arrojado,2024-08-24,0,public_kaggle_churn_modelling
C007186,15686885,Nekrasov,44,Masculino,Berlim,Alemanha,6649.36,124655.59,777,3,2,0,1,Arrojado,2021-08-24,0,public_kaggle_churn_modelling
C007187,15565996,Arnold,44,Masculino,Paris,Franca,12886.64,0.0,653,8,2,1,1,Moderado,2016-08-24,0,public_kaggle_churn_modelling
C007188,15662152,Trevisan,38,Feminino,Paris,Franca,4820.84,134105.01,552,9,1,0,0,Conservador,2015-08-24,0,public_kaggle_churn_modelling
C007189,15711742,Mason,34,Feminino,Paris,Franca,5239.03,0.0,708,4,1,1,1,Moderado,2020-08-21,0,public_kaggle_churn_modelling
C007190,15701885,Tucker,40,Feminino,Paris,Franca,7696.43,0.0,647,9,2,0,1,Moderado,2015-08-22,0,public_kaggle_churn_modelling
C007191,15774262,Hobson,52,Masculino,Berlim,Alemanha,13423.63,83693.34,597,8,2,1,1,Moderado,2016-08-20,0,public_kaggle_churn_modelling
C007192,15567839,Gordon,42,Masculino,Paris,Franca,7619.14,114631.23,501,9,1,0,1,Moderado,2015-08-20,0,public_kaggle_churn_modelling
C007193,15644400,Anderson,44,Masculino,Paris,Franca,9752.6,128601.98,709,9,1,1,0,Moderado,2015-08-19,0,public_kaggle_churn_modelling
C007194,15797246,Terry,34,Feminino,Berlim,Alemanha,3738.12,91258.52,621,2,2,1,0,Conservador,2022-08-16,0,public_kaggle_churn_modelling
